ACC_ID	STY_count	countS	countT	countY
Q9H425	55	40	12	3
Q96GE6	28	13	10	5
Q96M63	100	62	30	8
P20807	119	54	40	25
P09093	50	27	13	10
Q96JP9	153	65	65	23
Q9NPB3	22	14	5	3
Q9H8X3	22	20	2	0
P11802	39	15	15	9
P45954	74	30	27	17
Q00005	82	37	28	17
Q07912	135	68	48	19
P27348	43	16	16	11
Q9NS82	89	42	30	17
P43353	59	28	20	11
Q8IY63	164	88	53	23
P68133	66	23	27	16
P35858	62	38	17	7
P22570	62	27	27	8
Q68CK6	92	45	32	15
Q96M93	109	60	24	25
Q9UKQ2	121	47	46	28
Q01433	129	64	32	33
Q9UM73	251	140	74	37
Q6ZNB7	84	38	27	19
Q9NZD4	14	7	3	4
P35612	135	72	48	15
P84077	21	5	11	5
P01008	73	35	26	12
O15033	141	62	47	32
Q9NU02	96	37	35	24
Q9NR22	66	25	22	19
A6NL99	54	25	19	10
P41181	37	19	14	4
Q9NWB6	34	28	6	0
P07306	41	23	12	6
Q9H981	88	43	27	18
P08243	84	30	26	28
O15145	27	9	9	9
Q3KR37	156	74	55	27
Q9Y2D1	31	15	9	7
P18846	72	36	29	7
O14874	59	24	22	13
Q13490	115	63	32	20
Q96KE9	75	32	26	17
Q9NR09	883	489	306	88
O75973	42	16	14	12
C9JSJ3	122	77	35	10
Q7RTS1	29	13	12	4
Q9NWD9	7	2	3	2
P51587	680	381	220	79
O94766	35	14	15	6
Q9BQI4	34	19	6	9
A6NI79	37	19	14	4
Q9BR77	58	27	19	12
Q9NZT1	13	5	6	2
Q9NV96	60	22	22	16
P0C7I6	45	28	15	2
P35520	75	33	34	8
Q9H257	60	33	17	10
O95813	37	22	15	0
A6NHC0	102	47	33	22
P35219	38	16	13	9
Q9Y6F7	94	41	45	8
Q9C0D2	483	303	146	34
Q5JQF7	7	3	2	2
Q5T0Z8	208	112	79	17
D6REC4	37	21	12	4
Q96JQ2	185	131	37	17
A5YKK6	342	146	130	66
P02748	101	48	32	21
Q13541	29	15	12	2
Q15825	79	28	35	16
A8K2U0	285	122	101	62
O00763	363	165	121	77
P63151	81	40	25	16
Q9Y614	65	29	24	12
Q9BTE6	54	27	25	2
Q969T7	38	15	12	11
Q96CM8	91	33	38	20
P49419	72	31	27	14
Q96P26	118	67	30	21
P30038	85	41	27	17
P28838	69	32	27	10
Q9Y2T2	70	35	22	13
P16066	150	62	54	34
P35348	83	46	23	14
P16860	23	16	6	1
Q9H560	32	14	10	8
A5YM69	66	43	18	5
Q9NXU5	31	18	6	7
O00203	199	117	59	23
Q6VUC0	56	31	14	11
Q9NVM4	95	46	30	19
Q6Q4G3	171	71	63	37
Q86W34	63	31	17	15
Q86TY3	161	74	79	8
Q9UJX4	109	60	24	25
A6NKF2	54	26	19	9
P30533	41	25	10	6
Q9GZN1	62	23	18	21
Q9C0K3	28	11	7	10
Q9H765	41	19	12	10
Q9NQ33	36	17	7	12
Q96EG1	80	30	32	18
O60423	206	93	72	41
P54252	52	31	14	7
Q53HL2	40	21	16	3
Q6QNY0	25	14	9	2
P20749	68	41	20	7
O75363	100	58	41	1
Q9BXI9	40	20	11	9
P15086	83	26	33	24
Q16520	27	20	5	2
Q9UBV7	43	21	12	10
Q96M83	247	128	100	19
P22681	161	93	46	22
O95503	61	42	14	5
Q6ZSI9	95	43	36	16
O75952	105	56	38	11
Q8IYL3	48	36	12	0
Q9BTV7	73	37	25	11
Q6ZUJ4	37	21	12	4
Q9NRB3	59	28	14	17
Q99618	50	34	16	0
P26842	41	21	15	5
P49716	27	16	7	4
Q99828	34	23	9	2
Q7Z4U5	21	9	11	1
Q5T6M2	39	24	15	0
Q9Y6Z2	12	6	4	2
Q96GN5	78	42	26	10
Q9H9A5	114	60	29	25
O75829	52	25	14	13
P08572	143	64	51	28
P09497	30	19	8	3
P51790	135	56	49	30
P56750	33	12	13	8
Q9HAW4	219	139	62	18
Q14CN2	171	79	69	23
A0A1B0GUA9	31	22	8	1
Q8NBR9	47	27	10	10
P07316	33	13	5	15
P50461	34	12	14	8
Q8N1N5	61	30	29	2
Q8TCG5	131	73	37	21
Q92523	126	58	36	32
P53672	35	21	5	9
Q7Z407	768	364	255	149
Q8WXC6	3	1	1	1
P28221	78	38	28	12
P12821	196	78	62	56
P00326	50	24	22	4
Q8TDN7	52	24	11	17
Q5VUJ5	140	77	49	14
P45381	41	10	18	13
P55789	24	10	11	3
Q562R1	62	23	23	16
Q9BYX7	67	25	28	14
Q8TDY3	55	30	18	7
P35318	32	20	7	5
Q5VUY2	52	24	13	15
Q99965	123	65	29	29
O00189	82	57	14	11
Q9NVJ2	24	13	7	4
Q9Y587	21	9	5	7
P18085	27	8	14	5
Q8N157	214	100	77	37
Q9BYT9	163	69	43	51
O75106	114	57	30	27
Q8NFD2	93	50	27	16
H3BNL8	33	15	9	9
O43918	67	41	22	4
O43827	61	28	15	18
Q92974	152	81	55	16
Q86WX3	17	8	7	2
P17405	93	42	29	22
P54793	95	43	33	19
Q9H3M9	55	31	16	8
P03928	14	4	8	2
O43861	206	91	72	43
A6NE02	63	31	17	15
Q13489	108	55	34	19
O95972	59	32	16	11
O15382	44	17	17	10
Q9NWK9	54	22	18	14
Q7Z569	94	43	36	15
Q6ZUV0	44	19	19	6
Q16602	76	29	25	22
C9J3I9	12	9	3	0
P0CG36	28	15	10	3
P00450	200	61	75	64
Q53EZ4	75	32	32	11
Q5TB80	204	118	63	23
P13688	120	49	53	18
Q5HYN5	26	16	8	2
Q8IZR5	43	22	15	6
P34998	72	32	21	19
Q494W8	58	28	16	14
Q02930	89	51	35	3
Q07092	132	76	43	13
A8MQB3	38	27	9	2
P21964	26	9	9	8
P20853	69	34	26	9
Q9UNU6	71	30	25	16
Q8IZJ3	315	153	104	58
Q9NYL5	58	24	19	15
Q8NAA4	80	43	26	11
Q9NRK6	105	60	29	16
Q6JQN1	150	65	54	31
Q7Z5R6	93	42	30	21
Q9UGJ0	113	68	29	16
Q15172	72	41	18	13
O60488	110	40	41	29
Q8N556	128	70	40	18
P55263	44	16	19	9
Q5JTC6	207	120	55	32
Q9ULX6	114	48	38	28
Q6UXC1	182	95	64	23
O75077	137	67	41	29
O60242	271	131	105	35
P47895	61	22	30	9
O95490	293	125	104	64
Q16352	89	57	21	11
Q6UX46	13	5	4	4
P18089	64	32	19	13
Q8N8L6	19	11	6	2
A8MVX0	130	76	31	23
Q6PIY5	75	39	22	14
Q96KC2	30	13	12	5
O94973	151	74	52	25
Q6ZSZ5	209	135	54	20
Q96A70	66	35	19	12
Q10588	48	28	10	10
Q86UU0	217	142	59	16
Q96RK4	78	30	24	24
P20290	26	10	16	0
P19099	58	27	19	12
Q99622	15	10	3	2
O14523	136	80	52	4
O60513	48	17	15	16
P80075	12	6	5	1
Q9UBN1	69	36	17	16
Q5VVM6	113	70	30	13
Q8N9H6	21	10	10	1
Q8WYQ3	28	19	6	3
A6NJW9	34	16	14	4
P38936	23	13	8	2
P07766	33	13	9	11
P51681	61	22	21	18
Q8N8G6	26	14	10	2
Q9H2U6	9	3	5	1
A6NNL5	25	9	9	7
O00299	33	10	15	8
Q9BPX3	136	63	54	19
Q9UFF9	43	21	10	12
Q5TEA3	221	129	52	40
Q8N812	14	8	5	1
Q8IXR9	117	70	26	21
P50238	10	3	4	3
Q96MD2	77	43	20	14
P07108	12	3	5	4
Q8IUA7	253	122	82	49
P28223	94	53	27	14
P30926	95	42	35	18
Q4LEZ3	15	8	6	1
Q9UKV3	231	152	71	8
Q8IY45	38	22	12	4
Q9NPJ3	25	7	17	1
Q9H161	78	45	20	13
Q9NRN7	36	20	12	4
Q9H9G7	132	42	56	34
Q8NEB7	107	56	35	16
P30838	69	29	22	18
Q3LIE5	52	24	11	17
P35609	107	38	43	26
Q9H2U9	112	40	40	32
Q9Y2D5	157	95	48	14
Q3KP44	100	56	35	9
Q9HCE6	189	109	58	22
Q96N21	100	72	23	5
Q9UJX5	148	76	45	27
Q66PJ3	77	57	17	3
Q10567	139	62	50	27
Q92481	81	47	21	13
P54259	231	153	48	30
Q9ULH1	203	106	75	22
O14983	137	50	64	23
C9JJ37	25	13	8	4
Q6PJG6	115	66	44	5
Q96L14	47	30	16	1
P0DN25	51	19	18	14
Q8NCR0	71	33	21	17
Q6TDU7	106	50	40	16
Q86V35	28	11	13	4
Q9H2J1	32	23	8	1
Q9NYV4	316	199	82	35
Q8NCG5	54	31	10	13
Q6NUI6	60	34	18	8
Q9BSY4	12	6	3	3
P25063	26	14	10	2
P48509	42	11	18	13
P51677	68	21	27	20
Q5T5N4	60	23	24	13
P0C842	16	6	7	3
Q9HBJ8	25	11	12	2
Q6X4T0	27	13	12	2
Q13536	39	23	13	3
Q8IYS4	75	53	21	1
P06850	18	15	2	1
Q6ZP98	31	24	4	3
P20674	21	6	10	5
A6NIL9	16	9	5	2
P53673	30	15	8	7
Q86Y22	27	17	8	2
Q9Y2Z9	84	47	25	12
O75881	77	33	25	19
O95342	209	97	74	38
Q969K4	62	26	17	19
Q8IZY2	286	147	99	40
O60706	261	110	105	46
Q8WTS1	51	23	17	11
Q9UBJ2	123	48	43	32
Q4UJ75	112	56	38	18
Q99424	116	46	42	28
Q8NC06	40	21	9	10
A0PJZ0	23	9	7	7
O14678	108	47	37	24
Q9UDR5	140	58	46	36
P41595	90	39	37	14
O60239	74	51	17	6
Q9Y4X0	75	41	21	13
Q8TED9	125	74	27	24
P19021	151	77	47	27
O60266	180	82	58	40
Q96F25	40	21	10	9
Q6P6C2	61	37	9	15
P48960	151	73	59	19
Q96JD6	42	20	13	9
Q9GZX7	30	10	9	11
Q9BZ19	42	23	15	4
Q9BZZ5	74	30	30	14
Q68DC2	139	85	48	6
P19961	74	32	22	20
Q5T2S8	137	72	47	18
Q16720	169	71	77	21
Q6DD88	83	39	23	21
Q8TE58	148	76	44	28
P17735	64	33	16	15
P35670	232	126	82	24
Q9GZN4	42	27	10	5
P30043	35	11	18	6
Q8WY36	158	97	53	8
Q8IZY5	20	11	5	4
Q8IWQ3	114	66	33	15
P15056	134	78	39	17
Q9NPY3	110	59	38	13
Q86Y28	4	3	1	0
Q9HBU1	26	14	9	3
P42575	59	26	22	11
Q9HBB8	163	64	82	17
P57730	7	4	3	0
O15075	154	82	47	25
Q13117	140	36	38	66
Q12979	143	68	47	28
Q9NP78	130	60	43	27
Q8IZ83	88	48	28	12
Q8NHS2	63	29	19	15
Q8TER5	188	107	62	19
P40616	35	14	15	6
P04114	845	393	299	153
Q9UJX6	119	62	34	23
Q9H1I8	110	51	35	24
Q6HA08	80	55	17	8
Q9ULZ3	26	10	10	6
Q9HB09	37	27	7	3
O15392	11	4	7	0
Q9H3Q1	63	47	13	3
P78543	30	19	5	6
Q8TD16	122	59	43	20
Q6RI45	327	180	93	54
Q9BQP9	25	19	5	1
Q9UBW5	115	73	32	10
P56202	50	23	17	10
Q9ULU8	200	106	59	35
O95389	54	26	19	9
O76071	59	33	19	7
Q08AD1	261	148	83	30
Q9P2X8	17	11	4	2
P47902	43	19	12	12
B2RD01	32	18	12	2
Q9HA72	44	22	11	11
Q6UXA7	48	36	7	5
O14757	69	35	20	14
P20138	75	31	35	9
O75956	28	15	9	4
O95832	34	13	12	9
Q8N326	22	13	5	4
P07315	32	13	5	14
Q9BSU1	66	30	20	16
Q6UVK1	349	164	143	42
Q9UNS2	71	32	20	19
F2Z3M2	22	12	8	2
Q9Y215	57	27	16	14
Q9NVV2	16	9	7	0
Q96FQ7	21	12	5	4
P02489	34	19	9	6
Q0VDD7	99	64	32	3
Q9Y6N1	38	12	15	11
Q16696	67	28	28	11
P98082	136	90	39	7
O00574	64	26	21	17
Q8N144	28	13	8	7
Q5VZ89	378	221	105	52
O75140	312	157	98	57
Q30KP8	8	4	3	1
Q86SG4	18	10	5	3
P51648	63	21	25	17
Q9NRW3	33	11	11	11
P30542	40	18	10	12
P40394	60	23	32	5
Q8NER5	72	33	26	13
P02768	76	28	29	19
Q03154	61	25	26	10
O60241	285	155	96	34
P12236	41	14	15	12
Q08828	155	63	58	34
O15204	80	35	30	15
Q9Y243	77	24	33	20
Q9NZK5	74	29	29	16
P08913	65	30	23	12
Q9UKF5	133	60	47	26
P09972	50	19	18	13
Q9Y673	44	19	16	9
Q04828	40	18	8	14
O94910	264	109	91	64
Q8IVW1	32	20	10	2
Q9Y6B7	99	46	30	23
Q7Z6G8	231	121	82	28
P20073	94	41	24	29
Q9BXS5	70	36	17	17
Q9Y5C1	81	38	25	18
Q8IVJ8	20	8	12	0
Q9BWW9	62	35	23	4
Q8NI99	57	27	15	15
Q13315	488	234	158	96
Q93084	154	66	69	19
O95352	101	49	31	21
Q7Z4Y8	19	5	10	4
P17544	92	55	35	2
Q13705	67	29	24	14
Q86UB2	102	54	27	21
Q6ZT62	108	55	40	13
Q7Z465	55	27	19	9
Q9NZM4	246	142	89	15
Q86YS7	168	81	65	22
Q8WUQ7	100	58	21	21
Q14444	129	65	40	24
Q92793	394	218	133	43
Q9BYG0	67	24	17	26
Q9UFE4	148	79	52	17
P08185	78	37	29	12
P12830	154	48	80	26
Q8IYX3	120	84	28	8
Q02224	375	177	159	39
P20851	37	18	10	9
Q6IPU0	42	26	13	3
Q96NF6	40	21	13	6
Q69YU5	9	3	3	3
Q8WUE5	49	23	15	11
P46109	51	24	15	12
Q16630	76	40	20	16
P26998	30	21	2	7
P24468	63	35	18	10
P0DML3	41	20	13	8
Q9BWP8	30	17	7	6
Q9BXS0	40	20	16	4
Q96B18	102	76	16	10
Q6ZV56	22	13	8	1
A6NGU7	9	4	3	2
Q5VT33	10	3	6	1
Q8N2C3	34	17	13	4
Q6ZNG2	52	37	10	5
Q9NQI0	118	61	41	16
Q96JK2	200	125	51	24
O95336	31	16	12	3
P78314	98	55	27	16
P00505	57	24	21	12
Q9NY61	76	45	22	9
Q9BXJ7	45	30	12	3
P55198	231	160	58	13
Q96P47	154	94	41	19
Q99490	235	151	70	14
Q9Y6U3	105	46	33	26
Q9BRR6	66	44	16	6
P36896	73	32	22	19
Q3MIX3	58	25	16	17
O95394	81	34	27	20
Q96QF7	126	92	24	10
Q6P093	65	21	25	19
P04424	71	36	25	10
Q5TZF3	40	16	19	5
Q13367	193	110	56	27
Q5XXA6	145	55	44	46
Q92888	113	66	39	8
Q16853	120	54	36	30
Q13795	36	12	16	8
Q9Y6Q5	74	41	17	16
O14744	95	42	31	22
Q9Y2G4	107	54	45	8
Q9Y2Q0	193	78	74	41
Q9H672	40	17	13	10
Q9NR71	157	66	63	28
Q8N6G6	304	152	117	35
Q9UBX8	58	19	14	25
Q7Z3E2	144	78	55	11
Q8N187	139	70	53	16
Q9NY47	166	62	61	43
P49069	54	30	16	8
Q16739	54	18	18	18
Q9Y376	46	18	17	11
Q8IXQ3	18	9	7	2
Q8N2Z9	21	10	8	3
Q8N5B7	66	32	16	18
Q9P2E5	97	46	28	23
P23946	35	15	15	5
Q16526	88	43	25	20
Q9P126	36	14	12	10
Q9ULV4	65	31	23	11
Q7Z408	698	343	225	130
P17927	341	182	106	53
Q68DQ2	571	333	170	68
P10589	64	36	16	12
Q8IZC6	210	106	87	17
Q99062	142	70	55	17
Q9P218	219	107	86	26
Q02318	63	24	20	19
P33552	11	4	1	6
P20815	81	32	32	17
P11712	68	32	24	12
Q6V0L0	68	37	22	9
Q86T65	115	63	31	21
Q5T4H9	19	10	8	1
Q9Y6A2	64	27	25	12
Q8N118	83	38	26	19
P48444	77	34	33	10
Q8TCZ7	11	8	1	2
P60606	13	6	5	2
P26232	132	66	51	15
O60716	153	75	47	31
O14595	42	19	14	9
Q16619	23	14	6	3
O95865	36	20	15	1
Q8N2K0	55	24	14	17
P00519	215	120	65	30
Q86UQ4	862	452	290	120
Q5FVE4	100	39	41	20
Q15822	88	39	33	16
Q92747	67	39	22	6
Q9P1U1	55	19	18	18
Q8TF62	199	84	75	40
P48201	25	15	7	3
Q8N3C0	322	130	122	70
Q96QE3	352	201	122	29
Q9H1Z8	22	6	5	11
P46100	456	277	127	52
Q96GD4	48	22	13	13
Q9BX70	75	27	37	11
P00736	112	38	37	37
Q9NZP8	79	39	24	16
Q9NPZ5	44	13	22	9
Q7Z7M8	60	29	19	12
Q9C0J1	44	21	14	9
Q16204	85	52	25	8
P07339	77	37	21	19
Q7Z6B0	58	39	15	4
Q8TDX6	68	25	25	18
Q9NRR3	12	8	3	1
O43745	23	14	6	3
Q5T035	42	23	12	7
Q86X02	62	31	21	10
P05156	90	35	33	22
P02462	133	72	43	18
Q6PI25	24	8	5	11
Q14055	39	18	15	6
Q8IZS7	36	20	10	6
Q9H8S5	37	26	4	7
Q3C1V1	37	26	6	5
Q8N7H1	16	11	4	1
Q8IZV2	44	19	17	8
P16619	21	11	7	3
P56277	9	6	1	2
P0DMU9	24	15	7	2
Q9UBI1	36	19	10	7
O00230	16	10	6	0
O95727	87	41	37	9
Q5BKX5	46	26	13	7
Q96MF6	39	21	12	6
P01189	37	23	8	6
O94886	140	57	52	31
A0A1B0GTU2	8	2	4	2
A6NEN9	27	9	11	7
P0DP74	10	4	5	1
Q8IWA5	102	33	32	37
Q8WYA6	54	26	19	9
P78524	219	148	48	23
Q9H0S4	63	24	31	8
Q3I5F7	28	15	8	5
Q96IU4	27	14	8	5
P02763	36	8	17	11
P26439	68	29	21	18
O95477	369	180	120	69
P51825	283	197	70	16
Q53FZ2	102	46	39	17
Q16186	77	49	23	5
P40145	200	97	63	40
Q96PN6	229	93	67	69
Q96B36	39	19	17	3
P05062	53	21	21	11
P49418	106	47	48	11
Q6NVV9	72	31	19	22
P55008	19	11	4	4
Q6P6B7	42	16	19	7
P12429	56	24	20	12
Q8N9V6	82	36	34	12
Q5W041	120	69	31	20
Q92754	67	36	17	14
Q9UPS8	242	138	74	30
Q9H0F7	26	15	8	3
Q5T9G4	53	28	10	15
Q9NXL2	132	69	35	28
P53365	53	20	23	10
P56211	15	7	5	3
P11245	53	16	23	14
Q92688	21	11	7	3
P0C7T5	130	83	33	14
O00499	83	41	34	8
Q9Y6E2	56	23	21	12
Q6ZN84	76	41	21	14
Q8N5R6	149	83	46	20
P13501	19	9	5	5
O14958	45	18	13	14
Q2NKX9	22	13	4	5
A0A096LP49	173	118	46	9
O15444	24	16	4	4
Q9NWW7	107	51	44	12
Q8NAE3	17	11	6	0
Q9H0I3	44	22	13	9
Q9HC52	62	36	19	7
Q9Y4M8	20	13	5	2
Q8IU99	42	17	16	9
Q9BXU9	29	17	8	4
Q9UQN3	32	16	16	0
Q8IUQ0	46	19	17	10
P67870	30	11	6	13
Q9BU40	71	32	22	17
Q5TA50	32	18	8	6
O95639	35	18	10	7
Q9P2I0	110	54	35	21
Q8N123	61	29	22	10
P07333	166	80	50	36
Q86UP6	145	73	45	27
Q8WXU2	50	19	19	12
Q93034	97	42	35	20
Q7L211	62	31	15	16
P20848	69	29	29	11
Q6UWZ7	74	44	20	10
P02708	80	36	29	15
Q9Y235	24	9	7	8
P52895	40	19	7	14
P09525	56	24	19	13
Q8IUR7	98	49	35	14
B4E2M5	33	14	15	4
Q96K78	163	75	66	22
P17516	41	16	10	15
Q9H6L4	28	16	8	4
Q9NR81	85	51	23	11
O14791	55	29	19	7
O75843	102	49	39	14
Q9NP61	115	74	27	14
Q13625	163	95	42	26
Q96PE2	360	236	97	27
Q9NWX5	53	28	16	9
A6NMY6	63	26	18	19
P56134	19	9	1	9
O75947	19	7	6	6
P0C6P0	20	7	8	5
Q9NZS9	71	33	22	16
A2AJT9	131	66	32	33
P30411	68	35	24	9
Q6P575	44	15	21	8
P54687	64	26	26	12
Q9NYM9	20	12	6	2
Q7RTU4	26	20	4	2
Q2TBE0	139	85	34	20
Q9H8M2	101	57	28	16
Q13072	4	3	1	0
Q8NFC6	619	354	239	26
O60729	94	42	28	24
Q6ZRV3	27	18	8	1
Q8IVY1	16	6	7	3
Q9UNH5	124	63	34	27
O43529	44	14	16	14
Q8N0X4	39	22	12	5
O75153	183	88	57	38
Q96DZ9	32	16	10	6
Q96C57	47	33	14	0
Q6P387	65	36	22	7
P38432	112	73	30	9
Q8N684	83	54	15	14
P39060	209	121	69	19
Q8N1P7	285	171	88	26
P49747	82	36	35	11
Q6RUI8	19	8	9	2
P20813	67	25	26	16
Q6PB30	15	8	6	1
Q9H6X5	141	91	43	7
P10635	54	23	25	6
Q96I36	14	4	5	5
Q9P1W3	141	57	50	34
Q9UBF2	147	68	55	24
Q5SW24	122	81	31	10
Q8NBI2	40	21	10	9
P01040	15	2	7	6
Q15828	20	9	7	4
Q02221	16	5	7	4
O96019	72	30	27	15
P36544	76	37	21	18
Q9NRG9	92	53	34	5
P08912	106	41	43	22
P05067	105	35	50	20
Q9H0P0	42	17	12	13
P49189	66	26	27	13
P0C7M7	89	36	36	17
Q8TD30	71	34	17	20
Q8IZF2	294	150	102	42
P10323	68	29	25	14
P35869	148	68	53	27
O75078	112	54	38	20
C9JTQ0	40	27	13	0
O15084	158	72	61	25
Q99996	562	305	198	59
Q8IW93	122	79	32	11
Q96P48	211	101	74	36
Q96DE5	24	18	4	2
P08519	1207	365	513	329
Q6UY14	176	104	54	18
O60312	269	143	85	41
Q9H6S1	68	36	22	10
Q5T9A4	81	33	35	13
Q9BSB4	36	13	16	7
Q53S33	12	4	7	1
Q6AI39	228	156	63	9
Q07021	40	20	16	4
Q9BXH1	18	11	4	3
Q96L58	37	17	7	13
A6NHX0	61	33	21	7
A6NKD9	50	40	6	4
Q6ZVT6	149	91	46	12
Q9HBI5	18	8	7	3
Q8N163	120	63	41	16
O75808	151	89	50	12
Q96LW7	40	24	10	6
Q8ND23	219	132	71	16
Q49MI3	69	36	24	9
P0CE67	18	6	8	4
Q6ZV77	31	22	9	0
A4D256	70	24	22	24
Q8TEP8	499	300	152	47
Q96BT3	89	53	30	6
Q8IY22	127	65	43	19
Q9HC73	65	27	23	15
P0C7P0	18	8	8	2
Q9UJA2	48	16	17	15
Q70SY1	109	65	35	9
Q16527	30	9	10	11
Q6ZU35	162	106	51	5
Q96SM3	109	45	45	19
Q0VDD5	6	4	2	0
Q14993	99	53	30	16
Q8NEA5	31	18	9	4
Q5KU26	110	46	52	12
P09919	29	17	9	3
P05108	70	25	27	18
O43303	173	107	51	15
Q49B96	11	7	3	1
O14579	44	20	12	12
P78560	24	12	9	3
P45844	116	59	32	25
O75027	118	52	43	23
Q9BV23	48	25	10	13
Q9UKU7	59	31	18	10
P61221	80	30	30	20
P30154	73	35	28	10
Q05901	78	40	23	15
Q8N6N7	9	3	2	4
Q66LE6	78	44	20	14
P53396	164	61	63	40
P52209	61	26	22	13
O00767	68	23	22	23
Q9Y3L3	116	69	38	9
O43741	50	30	13	7
P51816	276	140	115	21
Q8TF27	121	70	39	12
Q9BYD9	45	24	11	10
Q96PE1	208	116	63	29
O94788	67	28	26	13
Q9P0K1	156	76	51	29
O43184	122	57	45	20
Q9UKB5	90	47	39	4
P84996	112	69	39	4
O75689	47	17	14	16
Q9BUB4	75	42	23	10
Q5T2E6	110	51	35	24
O95376	74	30	17	27
Q8N2N9	217	112	79	26
Q9UBL3	108	45	36	27
Q9NY37	88	41	29	18
P59998	21	12	6	3
Q4VNC1	201	93	72	36
P16615	152	67	66	19
Q674R7	141	84	41	16
P20020	168	75	71	22
P15336	106	63	41	2
O15169	136	75	37	24
Q9NPI1	105	47	39	19
Q9Y2C3	51	20	18	13
P55291	109	50	40	19
P08217	59	33	14	12
Q9BXF3	241	137	63	41
P31997	83	35	34	14
Q96MD7	26	16	6	4
Q9NPF2	64	21	22	21
Q99459	109	46	43	20
Q5T655	85	38	29	18
P11912	29	11	9	9
Q9C0B2	242	117	97	28
P21127	111	64	30	17
A8K010	35	17	16	2
P21554	83	40	29	14
Q9HAK2	110	64	30	16
O95196	88	45	33	10
O43889	62	38	17	7
P20023	191	85	63	43
Q14019	22	7	11	4
Q9Y2W7	37	16	14	7
Q6UWE3	14	7	5	2
O15432	27	13	7	7
Q9BRF8	38	17	12	9
P78329	64	34	19	11
Q02928	70	36	21	13
Q86YQ8	95	42	28	25
Q8N9W5	70	37	25	8
Q99627	26	11	9	6
O95567	43	23	14	6
Q8NEC5	141	74	39	28
Q53TN4	40	21	11	8
Q86XM0	157	63	53	41
Q9H222	112	55	38	19
Q5JWF8	35	17	12	6
P17787	80	34	31	15
Q6NTF7	27	9	8	10
P36639	25	10	10	5
Q96AP0	87	55	27	5
P21589	84	38	26	20
P50406	67	37	24	6
Q9UH17	59	14	17	28
Q5VTM2	139	78	50	11
Q6P461	82	38	27	17
Q8N302	134	62	47	25
Q12802	508	320	159	29
Q8N7J2	103	65	32	6
Q6ZN18	104	79	20	5
P07550	66	29	23	14
P05141	43	12	17	14
Q08AH3	91	45	31	15
Q6DCA0	64	27	25	12
Q86WK6	85	45	26	14
Q7Z7M1	125	67	48	10
O75969	146	79	45	22
Q8N6D5	37	15	17	5
P40617	32	15	15	2
A6NH57	29	11	14	4
Q9C0C7	277	165	84	28
P54802	107	48	29	30
Q92870	130	71	48	11
O14497	429	248	103	78
Q9BVC5	40	24	15	1
Q5JPF3	311	170	113	28
O14525	229	121	72	36
P23634	169	73	73	23
Q8WXS3	38	20	15	3
P23435	32	17	10	5
Q6ZMN8	51	29	16	6
Q9H6F5	45	32	11	2
Q9H503	8	4	3	1
Q13191	140	80	37	23
Q4G0X9	157	72	67	18
P22748	46	23	14	9
P06276	96	39	37	20
Q8N1I8	13	9	4	0
P10809	66	25	34	7
Q6ZU80	164	95	56	13
Q7Z692	55	25	21	9
P40199	74	31	30	13
A6NGY3	36	18	13	5
A4D0T2	21	12	3	6
Q99440	20	8	10	2
Q13319	47	27	13	7
Q8WVX3	5	3	0	2
Q5BLP8	9	6	3	0
Q8IVW4	83	42	26	15
P21926	25	9	9	7
Q16878	32	13	13	6
P35790	63	33	13	17
O00421	58	22	20	16
Q00532	50	15	18	17
Q86XI2	160	84	47	29
A8K4G0	34	15	14	5
P12109	123	54	41	28
P30622	221	124	88	9
O15516	189	105	65	19
Q5U649	49	31	16	2
H7BZ55	173	106	67	0
Q9H0L4	68	39	22	7
Q8IV77	92	33	29	30
Q8NI60	75	40	21	14
Q14865	212	130	48	34
Q8NEN0	134	79	42	13
Q2TAZ0	303	165	103	35
Q6NXE6	58	31	24	3
P53367	57	27	22	8
O14520	54	24	19	11
O95236	79	36	32	11
O43520	206	69	83	54
Q6UWY0	99	45	28	26
Q96B67	79	43	22	14
O75882	251	120	79	52
Q8TE60	205	110	53	42
Q8WZ55	43	24	10	9
Q9C0K0	129	83	34	12
P43251	81	28	29	24
Q6ZUJ8	141	71	48	22
P22003	74	38	20	16
P36894	89	38	28	23
Q8IYA2	183	97	61	25
P09871	108	43	33	32
Q9GZL8	19	13	4	2
Q9C0B6	132	63	44	25
Q14790	76	37	21	18
Q8TBE0	119	69	32	18
P29279	50	20	22	8
Q86UW7	188	95	54	39
Q8N4S0	94	54	22	18
P53701	41	21	9	11
Q5VU69	11	3	5	3
P27544	57	22	15	20
Q8IZS8	165	73	53	39
Q8N0S6	66	33	22	11
Q8WUD6	68	31	20	17
Q9NUB4	20	10	10	0
Q6UXF7	69	32	25	12
Q8N1N0	92	46	40	6
Q9NY74	198	111	74	13
P62942	15	5	7	3
Q14314	70	30	17	23
P09769	85	31	31	23
O95750	31	20	4	7
Q92915	43	20	12	11
P25089	58	23	28	7
Q5FWF7	27	17	6	4
A8MUP6	42	27	11	4
Q14449	91	49	25	17
Q9ULK0	181	100	55	26
Q14416	143	68	47	28
Q13255	206	103	62	41
O00222	160	69	57	34
P59796	27	11	9	7
P0CJ92	65	43	17	5
H3BPF8	71	44	18	9
Q6P9A2	89	43	23	23
Q9HAV7	24	7	12	5
Q96CH1	59	30	16	13
P46093	56	26	15	15
