ACC_ID	Pfam_ID	#Psites_pfam	#pS	#pT	#pY	STY_count	countS	countT	countY	domain_length	perc.psites	Pfam_fam	Pfam_short	Pfam_desc
Q99558	PF00069	1	1	0	0	27	14	8	5	249	3.7037037037037	PKinase	Pkinase	Protein kinase domain
Q99570	PF00069	1	0	1	0	42	16	16	10	287	2.38095238095238	PKinase	Pkinase	Protein kinase domain
Q99640	PF00069	5	4	1	0	28	14	7	7	250	17.8571428571429	PKinase	Pkinase	Protein kinase domain
Q9BQI3	PF00069	2	1	1	0	48	17	18	13	323	4.16666666666667	PKinase	Pkinase	Protein kinase domain
Q9BUB5	PF00069	3	2	0	1	41	19	13	9	295	7.31707317073171	PKinase	Pkinase	Protein kinase domain
Q9BXM7	PF00069	1	0	1	0	28	15	5	8	246	3.57142857142857	PKinase	Pkinase	Protein kinase domain
Q9BZL6	PF00069	3	2	0	1	31	18	7	6	256	9.67741935483871	PKinase	Pkinase	Protein kinase domain
Q9H2G2	PF00069	2	1	1	0	34	13	13	8	259	5.88235294117647	PKinase	Pkinase	Protein kinase domain
Q9H2X6	PF00069	3	0	1	2	53	19	18	16	329	5.66037735849057	PKinase	Pkinase	Protein kinase domain
Q9H422	PF00069	1	0	0	1	48	19	16	13	329	2.08333333333333	PKinase	Pkinase	Protein kinase domain
Q9H4A3	PF00069	1	1	0	0	43	15	18	10	259	2.32558139534884	PKinase	Pkinase	Protein kinase domain
Q9HAZ1	PF00069	1	1	0	0	44	16	15	13	317	2.27272727272727	PKinase	Pkinase	Protein kinase domain
Q9HC98	PF00069	1	1	0	0	35	15	8	12	264	2.85714285714286	PKinase	Pkinase	Protein kinase domain
Q9NQU5	PF00069	3	2	1	0	33	18	7	8	252	9.09090909090909	PKinase	Pkinase	Protein kinase domain
Q9NR20	PF00069	1	0	0	1	44	16	14	14	297	2.27272727272727	PKinase	Pkinase	Protein kinase domain
Q9NSY0	PF00069	1	1	0	0	31	16	12	3	251	3.2258064516129	PKinase	Pkinase	Protein kinase domain
Q9NYV4	PF00069	1	0	1	0	38	15	12	11	294	2.63157894736842	PKinase	Pkinase	Protein kinase domain
Q9NZJ5	PF00069	1	0	1	0	36	12	14	10	299	2.77777777777778	PKinase	Pkinase	Protein kinase domain
Q9P0L2	PF00069	2	1	1	0	31	10	10	11	252	6.45161290322581	PKinase	Pkinase	Protein kinase domain
Q9P1W9	PF00069	1	0	1	0	27	13	8	6	255	3.7037037037037	PKinase	Pkinase	Protein kinase domain
Q9P286	PF00069	2	1	1	0	35	17	11	7	252	5.71428571428571	PKinase	Pkinase	Protein kinase domain
Q9P289	PF00069	5	1	4	0	35	15	13	7	251	14.2857142857143	PKinase	Pkinase	Protein kinase domain
Q9P2K8	PF00069	2	1	1	0	81	40	24	17	502	2.46913580246914	PKinase	Pkinase	Protein kinase domain
Q9UBE8	PF00069	1	0	1	0	39	20	9	10	290	2.56410256410256	PKinase	Pkinase	Protein kinase domain
Q9UBS0	PF00069	2	0	2	0	34	10	15	9	262	5.88235294117647	PKinase	Pkinase	Protein kinase domain
Q9UEW8	PF00069	2	1	1	0	37	13	15	9	275	5.40540540540541	PKinase	Pkinase	Protein kinase domain
Q9UIK4	PF00069	1	1	0	0	36	16	13	7	263	2.77777777777778	PKinase	Pkinase	Protein kinase domain
Q9UK32	PF00069	5	3	1	1	71	29	21	21	516	7.04225352112676	PKinase	Pkinase	Protein kinase domain
Q9UKE5	PF00069	2	1	1	0	33	11	14	8	265	6.06060606060606	PKinase	Pkinase	Protein kinase domain
Q9UL54	PF00069	1	0	0	1	36	20	6	10	254	2.77777777777778	PKinase	Pkinase	Protein kinase domain
Q9UPE1	PF00069	2	1	1	0	39	15	11	13	329	5.12820512820513	PKinase	Pkinase	Protein kinase domain
Q9UQ88	PF00069	5	2	1	2	41	14	15	12	286	12.1951219512195	PKinase	Pkinase	Protein kinase domain
Q9UQB9	PF00069	2	0	1	1	31	10	8	13	251	6.45161290322581	PKinase	Pkinase	Protein kinase domain
Q9UQM7	PF00069	2	2	0	0	28	10	7	11	259	7.14285714285714	PKinase	Pkinase	Protein kinase domain
Q9Y243	PF00069	3	1	2	0	38	13	13	12	258	7.89473684210526	PKinase	Pkinase	Protein kinase domain
Q9Y2H1	PF00069	2	1	0	1	41	14	16	11	294	4.87804878048781	PKinase	Pkinase	Protein kinase domain
Q9Y2K2	PF00069	1	0	1	0	27	8	11	8	252	3.7037037037037	PKinase	Pkinase	Protein kinase domain
Q9Y2U5	PF00069	2	1	1	0	41	14	16	11	261	4.87804878048781	PKinase	Pkinase	Protein kinase domain
Q9Y3S1	PF00069	1	0	1	0	39	13	16	10	259	2.56410256410256	PKinase	Pkinase	Protein kinase domain
Q9Y463	PF00069	2	0	0	2	41	15	12	14	321	4.87804878048781	PKinase	Pkinase	Protein kinase domain
Q9Y4K4	PF00069	1	1	0	0	38	11	16	11	258	2.63157894736842	PKinase	Pkinase	Protein kinase domain
Q9Y6E0	PF00069	5	1	4	0	35	13	14	8	251	14.2857142857143	PKinase	Pkinase	Protein kinase domain
Q9Y6R4	PF00069	1	1	0	0	35	13	13	9	259	2.85714285714286	PKinase	Pkinase	Protein kinase domain
A0A0J9YX94	PF14893	1	1	0	0	30	19	9	2	347	3.33333333333333	GAG-polyprotein	PNMA	PNMA
P0CW24	PF14893	1	0	1	0	27	14	12	1	319	3.7037037037037	GAG-polyprotein	PNMA	PNMA
Q86V59	PF14893	6	5	1	0	30	19	10	1	360	20	GAG-polyprotein	PNMA	PNMA
Q8ND90	PF14893	2	2	0	0	33	13	14	6	325	6.06060606060606	GAG-polyprotein	PNMA	PNMA
Q96PV4	PF14893	2	2	0	0	40	22	14	4	322	5	GAG-polyprotein	PNMA	PNMA
Q9H0W5	PF14893	1	0	1	0	17	8	7	2	116	5.88235294117647	GAG-polyprotein	PNMA	PNMA
A0A0U1RQE8	PF06021	1	1	0	0	34	20	6	8	207	2.94117647058823		Gly_acyl_tr_N	Aralkyl acyl-CoA:amino acid N-acyltransferase
Q6IB77	PF06021	3	3	0	0	30	14	11	5	205	10		Gly_acyl_tr_N	Aralkyl acyl-CoA:amino acid N-acyltransferase
A0A0U1RR11	PF04828	1	1	0	0	15	9	4	2	84	6.66666666666667	Beta-tent	GFA	Glutathione-dependent formaldehyde-activating enzyme
A0A0U1RRI6	PF04828	1	1	0	0	15	9	4	2	84	6.66666666666667	Beta-tent	GFA	Glutathione-dependent formaldehyde-activating enzyme
P0DPI3	PF04828	1	1	0	0	15	9	4	2	84	6.66666666666667	Beta-tent	GFA	Glutathione-dependent formaldehyde-activating enzyme
Q7Z7K6	PF04828	1	1	0	0	16	6	8	2	88	6.25	Beta-tent	GFA	Glutathione-dependent formaldehyde-activating enzyme
A0A1B0GTS1	PF00447	1	0	1	0	13	6	5	2	100	7.69230769230769	HTH	HSF_DNA-bind	HSF-type DNA-binding
A0A1B0GWH4	PF00447	1	0	1	0	14	7	5	2	100	7.14285714285714	HTH	HSF_DNA-bind	HSF-type DNA-binding
A0A1B0GTU1	PF15663	1	1	0	0	16	6	6	4	110	6.25	CCCH_zf	zf-CCCH_3	Zinc-finger containing family
O75152	PF15663	1	1	0	0	16	5	7	4	110	6.25	CCCH_zf	zf-CCCH_3	Zinc-finger containing family
O95639	PF15663	1	1	0	0	10	5	2	3	89	10	CCCH_zf	zf-CCCH_3	Zinc-finger containing family
A0A1B0GVZ6	PF14048	1	0	1	0	11	7	4	0	92	9.09090909090909		MBD_C	C-terminal domain of methyl-CpG binding protein 2 and 3
A6NDZ8	PF14048	1	0	1	0	10	6	4	0	92	10		MBD_C	C-terminal domain of methyl-CpG binding protein 2 and 3
A6NE82	PF14048	1	0	1	0	11	7	4	0	92	9.09090909090909		MBD_C	C-terminal domain of methyl-CpG binding protein 2 and 3
A6NJ08	PF14048	1	0	1	0	10	6	4	0	92	10		MBD_C	C-terminal domain of methyl-CpG binding protein 2 and 3
Q8NHZ7	PF14048	1	0	1	0	11	7	4	0	92	9.09090909090909		MBD_C	C-terminal domain of methyl-CpG binding protein 2 and 3
A0AVI2	PF00168	2	2	0	0	102	40	38	24	735	1.96078431372549	C2	C2	C2 domain
A0FGR8	PF00168	3	1	0	2	43	24	10	9	317	6.97674418604651	C2	C2	C2 domain
O00443	PF00168	1	0	0	1	23	8	10	5	109	4.34782608695652	C2	C2	C2 domain
O14795	PF00168	1	1	0	0	51	21	24	6	319	1.96078431372549	C2	C2	C2 domain
O43581	PF00168	1	1	0	0	32	11	14	7	227	3.125	C2	C2	C2 domain
O75038	PF00168	1	1	0	0	11	5	4	2	110	9.09090909090909	C2	C2	C2 domain
O75131	PF00168	6	5	0	1	37	16	13	8	221	16.2162162162162	C2	C2	C2 domain
O75747	PF00168	1	0	1	0	17	6	6	5	100	5.88235294117647	C2	C2	C2 domain
O75923	PF00168	3	1	2	0	107	46	38	23	775	2.80373831775701	C2	C2	C2 domain
O95294	PF00168	1	1	0	0	29	16	10	3	204	3.44827586206897	C2	C2	C2 domain
O95741	PF00168	1	1	0	0	40	19	15	6	216	2.5	C2	C2	C2 domain
P05129	PF00168	1	0	0	1	14	5	7	2	107	7.14285714285714	C2	C2	C2 domain
P11274	PF00168	1	1	0	0	18	6	7	5	107	5.55555555555556	C2	C2	C2 domain
P17252	PF00168	4	2	1	1	19	10	7	2	107	21.0526315789474	C2	C2	C2 domain
P20936	PF00168	1	0	0	1	14	7	5	2	99	7.14285714285714	C2	C2	C2 domain
P24723	PF00168	1	0	1	0	21	5	12	4	115	4.76190476190476	C2	C2	C2 domain
P51178	PF00168	1	1	0	0	16	9	5	2	109	6.25	C2	C2	C2 domain
Q02156	PF00168	1	1	0	0	14	5	7	2	114	7.14285714285714	C2	C2	C2 domain
Q12979	PF00168	1	0	1	0	17	6	7	4	107	5.88235294117647	C2	C2	C2 domain
Q14644	PF00168	2	0	0	2	35	15	9	11	224	5.71428571428571	C2	C2	C2 domain
Q15283	PF00168	1	1	0	0	37	17	10	10	224	2.7027027027027	C2	C2	C2 domain
Q17RD7	PF00168	1	0	1	0	29	12	12	5	227	3.44827586206897	C2	C2	C2 domain
Q4VX76	PF00168	1	0	0	1	33	13	16	4	219	3.03030303030303	C2	C2	C2 domain
Q5T0F9	PF00168	1	1	0	0	12	6	5	1	119	8.33333333333333	C2	C2	C2 domain
Q5VWQ8	PF00168	1	1	0	0	14	3	6	5	101	7.14285714285714	C2	C2	C2 domain
Q6P1N0	PF00168	1	1	0	0	11	4	6	1	118	9.09090909090909	C2	C2	C2 domain
Q6XYQ8	PF00168	1	1	0	0	34	11	15	8	230	2.94117647058823	C2	C2	C2 domain
Q70J99	PF00168	3	1	1	1	32	14	15	3	267	9.375	C2	C2	C2 domain
Q76N89	PF00168	1	1	0	0	13	10	2	1	114	7.69230769230769	C2	C2	C2 domain
Q7L804	PF00168	1	0	1	0	17	6	8	3	110	5.88235294117647	C2	C2	C2 domain
Q86SS6	PF00168	1	1	0	0	28	10	10	8	209	3.57142857142857	C2	C2	C2 domain
Q86UR5	PF00168	1	1	0	0	30	11	10	9	219	3.33333333333333	C2	C2	C2 domain
Q86YQ8	PF00168	2	1	1	0	35	17	10	8	220	5.71428571428571	C2	C2	C2 domain
Q8IYJ1	PF00168	2	0	1	1	38	14	16	8	221	5.26315789473684	C2	C2	C2 domain
Q8IYJ3	PF00168	1	1	0	0	34	18	10	6	214	2.94117647058823	C2	C2	C2 domain
Q8N9I0	PF00168	1	0	1	0	29	7	15	7	214	3.44827586206897	C2	C2	C2 domain
Q8NB66	PF00168	1	1	0	0	36	11	17	8	221	2.77777777777778	C2	C2	C2 domain
Q8TDW5	PF00168	3	2	1	0	40	18	16	6	219	7.5	C2	C2	C2 domain
Q96A23	PF00168	2	2	0	0	28	18	8	2	214	7.14285714285714	C2	C2	C2 domain
Q96C24	PF00168	1	0	0	1	34	13	13	8	220	2.94117647058823	C2	C2	C2 domain
Q96PU5	PF00168	1	0	1	0	16	5	7	4	108	6.25	C2	C2	C2 domain
Q99829	PF00168	2	2	0	0	36	20	11	5	229	5.55555555555556	C2	C2	C2 domain
Q9BQG1	PF00168	2	2	0	0	27	12	9	6	216	7.40740740740741	C2	C2	C2 domain
Q9BSJ8	PF00168	11	6	2	3	73	38	25	10	525	15.0684931506849	C2	C2	C2 domain
Q9BXF6	PF00168	1	1	0	0	23	10	10	3	130	4.34782608695652	C2	C2	C2 domain
Q9H0E2	PF00168	1	0	0	1	17	4	7	6	102	5.88235294117647	C2	C2	C2 domain
Q9H0M0	PF00168	1	1	0	0	20	8	11	1	101	5	C2	C2	C2 domain
Q9HC10	PF00168	1	0	1	0	99	41	33	25	656	1.01010101010101	C2	C2	C2 domain
Q9HCH3	PF00168	2	1	1	0	36	14	14	8	221	5.55555555555556	C2	C2	C2 domain
Q9NZM1	PF00168	6	5	0	1	108	43	38	27	786	5.55555555555556	C2	C2	C2 domain
Q9NZM3	PF00168	1	0	1	0	18	6	9	3	102	5.55555555555556	C2	C2	C2 domain
Q9P2P5	PF00168	2	2	0	0	19	10	7	2	116	10.5263157894737	C2	C2	C2 domain
Q9UPW8	PF00168	2	1	1	0	49	20	22	7	319	4.08163265306122	C2	C2	C2 domain
Q9Y6V0	PF00168	1	1	0	0	37	17	11	9	230	2.7027027027027	C2	C2	C2 domain
A0AVI2	PF16165	1	1	0	0	18	9	4	5	103	5.55555555555556		Ferlin_C	Ferlin C-terminus
Q9NZM1	PF16165	1	0	1	0	9	3	4	2	102	11.1111111111111		Ferlin_C	Ferlin C-terminus
A0AVT1	PF00899	3	3	0	0	139	61	58	20	899	2.15827338129496	NADP_Rossmann	ThiF	ThiF family
P22314	PF00899	14	7	5	2	121	53	42	26	898	11.5702479338843	NADP_Rossmann	ThiF	ThiF family
P41226	PF00899	2	2	0	0	115	47	46	22	892	1.73913043478261	NADP_Rossmann	ThiF	ThiF family
Q13564	PF00899	1	0	0	1	77	35	24	18	521	1.2987012987013	NADP_Rossmann	ThiF	ThiF family
Q9UBE0	PF00899	3	2	1	0	41	19	16	6	322	7.31707317073171	NADP_Rossmann	ThiF	ThiF family
Q9UBT2	PF00899	4	3	1	0	54	23	21	10	441	7.40740740740741	NADP_Rossmann	ThiF	ThiF family
A0AVT1	PF10585	1	1	0	0	37	24	8	5	254	2.7027027027027		UBA_e1_thiolCys	Ubiquitin-activating enzyme active site 
P22314	PF10585	9	6	3	0	37	17	14	6	247	24.3243243243243		UBA_e1_thiolCys	Ubiquitin-activating enzyme active site 
P41226	PF10585	1	1	0	0	26	12	10	4	239	3.84615384615385		UBA_e1_thiolCys	Ubiquitin-activating enzyme active site 
A0AVT1	PF16191	1	1	0	0	10	6	3	1	69	10		E1_4HB	Ubiquitin-activating enzyme E1 four-helix bundle
A0FGR8	PF17047	1	0	1	0	22	7	12	3	180	4.54545454545455	Aha1_BPI	SMP_LBD	Synaptotagmin-like mitochondrial-lipid-binding domain
A0JLT2	PF10278	4	3	1	0	27	15	9	3	172	14.8148148148148		Med19	Mediator of RNA pol II transcription subunit 19 
A0PJK1	PF00474	1	1	0	0	75	33	26	16	430	1.33333333333333	APC	SSF	Sodium:solute symporter family
A0PK05	PF16054	1	1	0	0	37	15	15	7	188	2.7027027027027		TMEM72	Transmembrane protein family 72
A1A4G5	PF15419	1	1	0	0	28	23	3	2	169	3.57142857142857		LNP1	Leukemia NUP98 fusion partner 1
A1A4S6	PF16746	2	1	0	1	29	14	9	6	244	6.89655172413793	Golgi-transport	BAR_3	BAR domain of APPL family
O60890	PF16746	2	1	0	1	38	22	9	7	244	5.26315789473684	Golgi-transport	BAR_3	BAR domain of APPL family
Q15027	PF16746	1	1	0	0	24	11	9	4	234	4.16666666666667	Golgi-transport	BAR_3	BAR domain of APPL family
Q8NEU8	PF16746	1	1	0	0	36	17	11	8	241	2.77777777777778	Golgi-transport	BAR_3	BAR domain of APPL family
Q9UKG1	PF16746	1	1	0	0	44	19	15	10	241	2.27272727272727	Golgi-transport	BAR_3	BAR domain of APPL family
Q9UNA1	PF16746	1	1	0	0	35	18	11	6	244	2.85714285714286	Golgi-transport	BAR_3	BAR domain of APPL family
A1IGU5	PF00621	2	1	1	0	25	12	6	7	178	8		RhoGEF	RhoGEF domain
O60229	PF00621	1	0	1	0	38	10	11	17	343	2.63157894736842		RhoGEF	RhoGEF domain
O75962	PF00621	2	1	1	0	43	13	12	18	344	4.65116279069768		RhoGEF	RhoGEF domain
O94989	PF00621	1	1	0	0	36	20	11	5	179	2.77777777777778		RhoGEF	RhoGEF domain
P15498	PF00621	1	1	0	0	18	5	7	6	174	5.55555555555556		RhoGEF	RhoGEF domain
P52735	PF00621	1	0	0	1	21	9	5	7	173	4.76190476190476		RhoGEF	RhoGEF domain
P98174	PF00621	1	0	0	1	23	10	6	7	183	4.34782608695652		RhoGEF	RhoGEF domain
Q12979	PF00621	1	0	1	0	35	15	12	8	188	2.85714285714286		RhoGEF	RhoGEF domain
Q13972	PF00621	1	1	0	0	28	12	8	8	181	3.57142857142857		RhoGEF	RhoGEF domain
Q14155	PF00621	1	1	0	0	35	15	13	7	175	2.85714285714286		RhoGEF	RhoGEF domain
Q15052	PF00621	1	0	1	0	29	12	12	5	175	3.44827586206897		RhoGEF	RhoGEF domain
Q7Z628	PF00621	1	0	0	1	22	11	5	6	177	4.54545454545455		RhoGEF	RhoGEF domain
Q8TCU6	PF00621	1	0	1	0	23	9	8	6	186	4.34782608695652		RhoGEF	RhoGEF domain
Q96PE2	PF00621	1	1	0	0	19	9	5	5	183	5.26315789473684		RhoGEF	RhoGEF domain
Q9H8V3	PF00621	1	0	1	0	23	10	9	4	184	4.34782608695652		RhoGEF	RhoGEF domain
Q9NR81	PF00621	1	0	0	1	20	12	4	4	177	5		RhoGEF	RhoGEF domain
Q9NZM3	PF00621	1	0	1	0	24	12	8	4	181	4.16666666666667		RhoGEF	RhoGEF domain
Q9NZN5	PF00621	2	1	1	0	25	10	10	5	185	8		RhoGEF	RhoGEF domain
Q9UKW4	PF00621	2	1	0	1	27	9	9	9	174	7.40740740740741		RhoGEF	RhoGEF domain
Q9Y4F1	PF00621	1	1	0	0	22	10	8	4	185	4.54545454545455		RhoGEF	RhoGEF domain
A1KXE4	PF14944	1	0	1	0	57	15	22	20	197	1.75438596491228		TCRP1	Tongue Cancer Chemotherapy Resistant Protein 1
A1KZ92	PF03098	1	1	0	0	84	36	32	16	546	1.19047619047619	Peroxidase	An_peroxidase	Animal haem peroxidase
P11678	PF03098	1	1	0	0	66	30	24	12	545	1.51515151515152	Peroxidase	An_peroxidase	Animal haem peroxidase
Q9NRD8	PF03098	1	0	1	0	72	38	16	18	526	1.38888888888889	Peroxidase	An_peroxidase	Animal haem peroxidase
Q9NRD9	PF03098	2	1	1	0	81	46	19	16	529	2.46913580246914	Peroxidase	An_peroxidase	Animal haem peroxidase
A1L170	PF15429	14	14	0	0	50	34	15	1	272	28		DUF4628	Domain of unknown function (DUF4628)
A1L443	PF12881	1	0	0	1	99	59	33	7	740	1.01010101010101		NUT	NUT protein
A6NNL0	PF12881	2	1	1	0	97	54	36	7	740	2.06185567010309		NUT	NUT protein
B1AL46	PF12881	2	1	1	0	99	56	37	6	740	2.02020202020202		NUT	NUT protein
Q5VT03	PF12881	2	1	1	0	97	53	38	6	740	2.06185567010309		NUT	NUT protein
Q86Y26	PF12881	2	2	0	0	127	79	37	11	819	1.5748031496063		NUT	NUT protein
Q8IVF1	PF12881	2	1	1	0	96	52	38	6	740	2.08333333333333		NUT	NUT protein
A1L453	PF00089	2	2	0	0	36	16	8	12	229	5.55555555555556	Peptidase_PA	Trypsin	Trypsin
O43240	PF00089	1	1	0	0	34	15	11	8	223	2.94117647058823	Peptidase_PA	Trypsin	Trypsin
O95084	PF00089	1	0	1	0	32	11	11	10	226	3.125	Peptidase_PA	Trypsin	Trypsin
P00734	PF00089	1	0	0	1	34	14	10	10	250	2.94117647058823	Peptidase_PA	Trypsin	Trypsin
P00739	PF00089	1	1	0	0	40	13	15	12	238	2.5	Peptidase_PA	Trypsin	Trypsin
P00751	PF00089	1	0	0	1	37	13	14	10	272	2.7027027027027	Peptidase_PA	Trypsin	Trypsin
P03952	PF00089	1	0	0	1	36	13	14	9	231	2.77777777777778	Peptidase_PA	Trypsin	Trypsin
P04070	PF00089	1	0	1	0	34	17	11	6	234	2.94117647058823	Peptidase_PA	Trypsin	Trypsin
P07477	PF00089	2	2	0	0	37	19	8	10	216	5.40540540540541	Peptidase_PA	Trypsin	Trypsin
P10144	PF00089	1	1	0	0	32	15	11	6	220	3.125	Peptidase_PA	Trypsin	Trypsin
P20151	PF00089	1	0	1	0	35	18	11	6	229	2.85714285714286	Peptidase_PA	Trypsin	Trypsin
P35030	PF00089	1	0	1	0	38	18	11	9	216	2.63157894736842	Peptidase_PA	Trypsin	Trypsin
P48740	PF00089	1	1	0	0	33	15	12	6	243	3.03030303030303	Peptidase_PA	Trypsin	Trypsin
Q6UWB4	PF00089	3	2	1	0	34	16	12	6	228	8.82352941176471	Peptidase_PA	Trypsin	Trypsin
Q6UXH9	PF00089	1	1	0	0	46	23	19	4	264	2.17391304347826	Peptidase_PA	Trypsin	Trypsin
Q6ZWK6	PF00089	1	1	0	0	37	14	17	6	227	2.7027027027027	Peptidase_PA	Trypsin	Trypsin
Q8IU80	PF00089	2	1	0	1	31	17	7	7	230	6.45161290322581	Peptidase_PA	Trypsin	Trypsin
Q8IYP2	PF00089	1	0	1	0	41	15	12	14	215	2.4390243902439	Peptidase_PA	Trypsin	Trypsin
Q9BQR3	PF00089	1	1	0	0	34	15	12	7	238	2.94117647058823	Peptidase_PA	Trypsin	Trypsin
Q9GZN4	PF00089	1	1	0	0	33	21	7	5	236	3.03030303030303	Peptidase_PA	Trypsin	Trypsin
Q9NZP8	PF00089	2	0	1	1	38	18	11	9	235	5.26315789473684	Peptidase_PA	Trypsin	Trypsin
Q9UKR3	PF00089	1	0	0	1	37	12	16	9	223	2.7027027027027	Peptidase_PA	Trypsin	Trypsin
Q9Y337	PF00089	1	1	0	0	34	18	9	7	219	2.94117647058823	Peptidase_PA	Trypsin	Trypsin
Q9Y5Q5	PF00089	1	0	1	0	41	19	13	9	229	2.4390243902439	Peptidase_PA	Trypsin	Trypsin
A1L4H1	PF00530	1	1	0	0	33	18	14	1	491	3.03030303030303	SRCR	SRCR	Scavenger receptor cysteine-rich domain
P05156	PF00530	1	1	0	0	18	8	8	2	99	5.55555555555556	SRCR	SRCR	Scavenger receptor cysteine-rich domain
P56730	PF00530	1	1	0	0	53	26	16	11	391	1.88679245283019	SRCR	SRCR	Scavenger receptor cysteine-rich domain
Q4G0T1	PF00530	1	0	1	0	76	46	23	7	723	1.31578947368421	SRCR	SRCR	Scavenger receptor cysteine-rich domain
Q9NR16	PF00530	1	1	0	0	170	102	55	13	1176	0.588235294117647	SRCR	SRCR	Scavenger receptor cysteine-rich domain
A1XBS5	PF06730	1	0	1	0	30	6	18	6	219	3.33333333333333	Golgi-transport	FAM92	FAM92 protein
A1YPR0	PF00096	1	1	0	0	8	2	3	3	45	12.5	C2H2-zf	zf-C2H2	Zinc finger, C2H2 type
A2RRD8	PF00096	1	1	0	0	36	16	7	13	252	2.77777777777778	C2H2-zf	zf-C2H2	Zinc finger, C2H2 type
A6NFI3	PF00096	1	1	0	0	45	22	14	9	299	2.22222222222222	C2H2-zf	zf-C2H2	Zinc finger, C2H2 type
A6NHJ4	PF00096	1	1	0	0	33	13	10	10	230	3.03030303030303	C2H2-zf	zf-C2H2	Zinc finger, C2H2 type
A6NK75	PF00096	2	2	0	0	63	28	22	13	299	3.17460317460317	C2H2-zf	zf-C2H2	Zinc finger, C2H2 type
A6NM28	PF00096	1	1	0	0	25	16	3	6	184	4	C2H2-zf	zf-C2H2	Zinc finger, C2H2 type
B7Z6K7	PF00096	2	2	0	0	98	68	5	25	506	2.04081632653061	C2H2-zf	zf-C2H2	Zinc finger, C2H2 type
O15015	PF00096	1	1	0	0	50	27	12	11	276	2	C2H2-zf	zf-C2H2	Zinc finger, C2H2 type
O15535	PF00096	1	1	0	0	20	15	1	4	115	5	C2H2-zf	zf-C2H2	Zinc finger, C2H2 type
O43309	PF00096	2	2	0	0	35	16	8	11	230	5.71428571428571	C2H2-zf	zf-C2H2	Zinc finger, C2H2 type
O43829	PF00096	1	1	0	0	10	5	4	1	93	10	C2H2-zf	zf-C2H2	Zinc finger, C2H2 type
O60765	PF00096	1	1	0	0	60	36	13	11	276	1.66666666666667	C2H2-zf	zf-C2H2	Zinc finger, C2H2 type
O75626	PF00096	1	0	1	0	11	4	5	2	69	9.09090909090909	C2H2-zf	zf-C2H2	Zinc finger, C2H2 type
O94892	PF00096	3	1	2	0	57	24	20	13	345	5.26315789473684	C2H2-zf	zf-C2H2	Zinc finger, C2H2 type
O95780	PF00096	1	0	1	0	31	13	9	9	183	3.2258064516129	C2H2-zf	zf-C2H2	Zinc finger, C2H2 type
P08047	PF00096	2	2	0	0	12	5	5	2	73	16.6666666666667	C2H2-zf	zf-C2H2	Zinc finger, C2H2 type
P08151	PF00096	1	1	0	0	15	6	5	4	79	6.66666666666667	C2H2-zf	zf-C2H2	Zinc finger, C2H2 type
P0CG40	PF00096	2	2	0	0	10	5	4	1	73	20	C2H2-zf	zf-C2H2	Zinc finger, C2H2 type
P10071	PF00096	1	0	1	0	19	7	7	5	105	5.26315789473684	C2H2-zf	zf-C2H2	Zinc finger, C2H2 type
P17019	PF00096	1	1	0	0	61	26	21	14	299	1.63934426229508	C2H2-zf	zf-C2H2	Zinc finger, C2H2 type
P17020	PF00096	1	1	0	0	63	44	6	13	345	1.58730158730159	C2H2-zf	zf-C2H2	Zinc finger, C2H2 type
P17028	PF00096	1	1	0	0	15	11	0	4	92	6.66666666666667	C2H2-zf	zf-C2H2	Zinc finger, C2H2 type
P17029	PF00096	2	2	0	0	27	16	6	5	138	7.40740740740741	C2H2-zf	zf-C2H2	Zinc finger, C2H2 type
P17098	PF00096	2	2	0	0	32	16	10	6	161	6.25	C2H2-zf	zf-C2H2	Zinc finger, C2H2 type
P28698	PF00096	1	1	0	0	31	16	13	2	252	3.2258064516129	C2H2-zf	zf-C2H2	Zinc finger, C2H2 type
P49711	PF00096	1	1	0	0	24	9	11	4	138	4.16666666666667	C2H2-zf	zf-C2H2	Zinc finger, C2H2 type
P51814	PF00096	1	1	0	0	69	27	26	16	390	1.44927536231884	C2H2-zf	zf-C2H2	Zinc finger, C2H2 type
P51815	PF00096	1	1	0	0	21	13	5	3	115	4.76190476190476	C2H2-zf	zf-C2H2	Zinc finger, C2H2 type
P52736	PF00096	1	1	0	0	54	30	16	8	302	1.85185185185185	C2H2-zf	zf-C2H2	Zinc finger, C2H2 type
P52741	PF00096	1	0	0	1	40	22	7	11	207	2.5	C2H2-zf	zf-C2H2	Zinc finger, C2H2 type
P98169	PF00096	1	1	0	0	21	8	10	3	123	4.76190476190476	C2H2-zf	zf-C2H2	Zinc finger, C2H2 type
Q02086	PF00096	1	1	0	0	10	3	6	1	73	10	C2H2-zf	zf-C2H2	Zinc finger, C2H2 type
Q02446	PF00096	2	2	0	0	10	5	4	1	73	20	C2H2-zf	zf-C2H2	Zinc finger, C2H2 type
Q02447	PF00096	1	1	0	0	10	4	4	2	73	10	C2H2-zf	zf-C2H2	Zinc finger, C2H2 type
Q03112	PF00096	1	1	0	0	35	18	10	7	208	2.85714285714286	C2H2-zf	zf-C2H2	Zinc finger, C2H2 type
Q13886	PF00096	1	1	0	0	14	6	4	4	73	7.14285714285714	C2H2-zf	zf-C2H2	Zinc finger, C2H2 type
Q14590	PF00096	1	1	0	0	58	37	8	13	322	1.72413793103448	C2H2-zf	zf-C2H2	Zinc finger, C2H2 type
